Branch,Route,Location,Place,Telemetry Device ID,Asset ID,Asset Type,Asset Class,Selection,Group,Item,Item Code,Current Level,Par,Depletion Limit,Capacity,Price,Desired Price,Has Price Mismatch,Avg Weekly Vends,Days Since Last Sale,Has Pending Planogram Change,Column Number,Quantity
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,A4,,FL Big Grab Ruffles All Dressed chips,206019,9,9,2,9,$2.50,$2.50,No,1.8536,7.19,No,4,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,A6,,OD Big Bag Arriba Nacho Tortilla Chips,154013,8,9,2,9,$2.50,$2.50,No,2.6866,0.86,No,6,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,B0,,OD Big Bag Sour Cream & Onion,154027,6,9,2,9,$2.50,$2.50,No,1.6065,0.86,No,0,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,B2,,OD Big Ridgies Extra Ketchup Chips,880472,9,9,2,9,$2.50,$2.50,No,1.8802,1.53,No,2,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,B4,,OD Big Bag Jalapeno & Cheddar Chips,15410,8,9,2,9,$2.50,$2.50,No,2.7664,0.52,No,4,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,B6,,OD Big Bag Salt & Vinegar Chips,154025,5,9,2,9,$2.50,$2.50,No,3.3131,0.86,No,6,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,C0,,OH Henry,252001,12,17,2,17,$2.50,$2.50,No,3.1066,1.86,No,0,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,C1,,CLIF Bar Chocolate Chip,573142,10,15,2,17,$2.75,$2.75,No,1.9999,0.02,No,1,1
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,C2,,CLIF Bar Crunchy Peanut Butter,573141,12,15,2,17,$2.75,$2.75,No,1.0199,6.53,No,2,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,C3,,M+M Peanuts,254005,12,12,2,17,$2.50,$2.50,No,2.4934,2.2,No,3,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,C4,,Kit Kat,251010,10,12,2,20,$2.50,$2.50,No,2.2197,0.2,No,4,1
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,C5,,Coffee Crisp,251004,12,12,2,20,$2.50,$2.50,No,3.367,1.86,No,5,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,C6,,FL Munchies Honey Roast Peanuts,153110,11,15,2,17,$2.50,$2.50,No,1.3734,0.86,No,6,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,C7,,Excel Multipac 27 s,455001,5,5,2,17,$2.25,$2.25,No,,86.49,No,7,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,D0,,FL Miss Vickies Jalapeno Chips,53044,5,5,2,9,$1.75,$1.75,No,0.0805,61.82,No,0,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,D2,,FL Innovation Chips Regular,157003,8,9,2,9,$1.75,$1.75,No,0.9723,0.52,No,2,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,D4,,Big Daddy Chocolate Chunk Cookies,880326,9,9,2,9,$2.50,$2.50,No,1.6268,15.53,No,4,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,D6,,OD Hawkins Cheezies,156002,8,9,3,9,$2.75,$2.75,No,1.0094,0.86,No,6,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,E0,,FL Big Grab Hickory Sticks,152039,7,9,2,11,$2.50,$2.50,No,2.3667,0.86,No,0,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,E2,,OD Big Bag BBQ Corn Chips,154008,8,9,2,11,$2.50,$2.50,No,1.9299,9.86,No,2,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,E4,,Huer Gummy Sour Suckers,880336,7,9,2,11,$3.00,$3.00,No,0.3535,1.53,No,4,0
Quality Vending and Coffee Service,Route 07,Winnipeg Transit (Training) - 50241,,C014518050094,3161,Snack NAT 168,Snack,E6,,Two Bite Brownies,556500,3,4,2,12,$2.75,$2.75,No,0.1134,7.86,No,6,0
Quality Vending and Coffee Service,Route 07,Correctional Services (Osbourne Centre),Snack,C014718050035,1502,NAT 485,Snack,D4,,FL Munchies Salted Peanuts,153112,10,10,2,15,$2.00,$2.00,No,1.1732,21.03,No,4,0
Quality Vending and Coffee Service,Route 07,Correctional Services (Osbourne Centre),Snack,C014718050035,1502,NAT 485,Snack,D5,,FL Munchies Honey Sweet Trail Mix,153113,15,10,2,15,$2.00,$2.00,No,1.827,9.2,No,5,0
Quality Vending and Coffee Service,Route 05,Malech Metal Fab - 50722,SNACKS,C015115521006,3115,NAT 168,Snack,A0,,FL Baked Lays Original,880524,4,8,2,9,$1.75,$1.75,No,0.6468,5.2,No,0,0
Quality Vending and Coffee Service,Route 05,Malech Metal Fab - 50722,SNACKS,C015115521006,3115,NAT 168,Snack,A2,,FL Big Grab Hickory Sticks,152039,6,8,0,9,$2.25,$2.25,No,0.3136,28.49,No,2,0
Quality Vending and Coffee Service,Route 05,Malech Metal Fab - 50722,SNACKS,C015115521006,3115,NAT 168,Snack,B0,,FL Big Grab Doritos Sweet Chili Heat Tort Chips,206023,0,8,2,9,$2.25,$2.25,No,2.653,1.53,No,0,0
Quality Vending and Coffee Service,Route 05,Malech Metal Fab - 50722,SNACKS,C015115521006,3115,NAT 168,Snack,B2,,OD Big Bag Ketchup Chips,154028,4,8,2,9,$2.25,$2.25,No,0.6965,10.2,No,2,0
Quality Vending and Coffee Service,Route 05,Malech Metal Fab - 50722,SNACKS,C015115521006,3115,NAT 168,Snack,B4,,OD Big Bag Sour Cream & Onion,154027,0,9,2,9,$2.25,$2.25,No,3.0464,0.86,No,4,0
Quality Vending and Coffee Service,Route 05,Malech Metal Fab - 50722,SNACKS,C015115521006,3115,NAT 168,Snack,B6,,FL Big Grab Ruffles All Dressed chips,206019,4,9,2,9,$2.25,$2.25,No,1.2803,3.53,No,6,0
Quality Vending and Coffee Service,Route 05,Malech Metal Fab - 50722,SNACKS,C015115521006,3115,NAT 168,Snack,C0,,OD Big Bag Sea Salt & Malt Vinegar,880092,2,8,2,9,$2.25,$2.25,No,1.533,0.53,No,0,0
Quality Vending and Coffee Service,Route 05,Malech Metal Fab - 50722,SNACKS,C015115521006,3115,NAT 168,Snack,C4,,OD Big Bag Arriba Nacho Tortilla Chips,154013,0,8,2,9,$2.25,$2.25,No,3.4601,0.53,No,4,0
Quality Vending and Coffee Service,Route 05,Malech Metal Fab - 50722,SNACKS,C015115521006,3115,NAT 168,Snack,D1,,Snickers,254006,5,10,2,17,$2.25,$2.25,No,1.5267,0.86,No,1,0
Quality Vending and Coffee Service,Route 05,Malech Metal Fab - 50722,SNACKS,C015115521006,3115,NAT 168,Snack,D2,,M+M Peanuts,254005,3,4,2,17,$2.25,$2.25,No,0.5733,5.2,No,2,0
Quality Vending and Coffee Service,Route 05,Malech Metal Fab - 50722,SNACKS,C015115521006,3115,NAT 168,Snack,D3,,Corn Nuts Ranch,156005,3,3,0,17,$2.00,$2.00,No,0.0469,83.49,No,3,0
Quality Vending and Coffee Service,Route 05,Malech Metal Fab - 50722,SNACKS,C015115521006,3115,NAT 168,Snack,D6,,Twix,254008,6,8,2,15,$2.25,$2.25,No,0.7133,6.53,No,6,0
Quality Vending and Coffee Service,Route 05,Malech Metal Fab - 50722,SNACKS,C015115521006,3115,NAT 168,Snack,E6,,Huer Gummy Sour Suckers,880336,7,9,2,9,$2.50,$2.50,No,0.1708,50.49,No,6,0
Quality Vending and Coffee Service,Route 04,Eldon Ross Pool - 51095,CANS - COKE,168333,4187,V 576,Bev,1,,CC Coke Classic 355ml Can,101001,-2,24,12,96,$1.50,$1.75,Yes,,554.53,No,1,0
Quality Vending and Coffee Service,Route 04,Eldon Ross Pool - 51095,CANS - COKE,168333,4187,V 576,Bev,2,,CC Diet Coke 355ml Can,101002,22,18,6,48,$1.50,$1.75,Yes,,"1,205.59",No,2,0
Quality Vending and Coffee Service,Route 04,Eldon Ross Pool - 51095,CANS - COKE,168333,4187,V 576,Bev,3,,CC Sprite 355ml Can,101004,19,18,6,48,$1.50,$1.75,Yes,,"1,354.66",No,3,0
Quality Vending and Coffee Service,Route 04,Eldon Ross Pool - 51095,CANS - COKE,168333,4187,V 576,Bev,4,,CC Barqs Root Beer 355ml Can,101014,12,18,6,48,$1.50,$1.75,Yes,,921.78,No,4,0
Quality Vending and Coffee Service,Route 04,Eldon Ross Pool - 51095,CANS - COKE,168333,4187,V 576,Bev,5,,CC C Plus Orange 355ml Can,101006,17,18,6,48,$1.50,$1.75,Yes,,921.62,No,5,0
Quality Vending and Coffee Service,Route 04,Eldon Ross Pool - 51095,CANS - COKE,168333,4187,V 576,Bev,6,,CC Nestea Cool Iced Tea 355ml Can,101021,-3,18,6,48,$1.50,$1.75,Yes,,482.67,No,6,0
Quality Vending and Coffee Service,Route 04,Eldon Ross Pool - 51095,CANS - COKE,168333,4187,V 576,Bev,7,,CC Dasani 591ml Bottle,109105,-3,18,6,26,$2.00,$3.00,Yes,,265.69,No,7,0
Quality Vending and Coffee Service,Route 04,Consolidated Fastfrate Inc - 50390,PEPSI,C014217030168,904,V 621,Bev,1,,PC Pepsi Cola 355ml Can,102001,101,102,8,102,$1.50,$1.50,No,5.7603,13.2,No,1,0
Quality Vending and Coffee Service,Route 04,Consolidated Fastfrate Inc - 50390,PEPSI,C014217030168,904,V 621,Bev,2,,PC Diet Pepsi 355ml Can,102002,45,48,8,48,$1.50,$1.50,No,1.4399,5.53,No,2,0
Quality Vending and Coffee Service,Route 04,Consolidated Fastfrate Inc - 50390,PEPSI,C014217030168,904,V 621,Bev,3,,PC Dr Pepper 355ml Can,102008,48,48,8,48,$1.50,$1.50,No,5.5468,0.53,No,3,0
Quality Vending and Coffee Service,Route 04,Consolidated Fastfrate Inc - 50390,PEPSI,C014217030168,904,V 621,Bev,4,,PC Schweppes Ginger Ale 355ml Can,102012,18,24,8,48,$1.50,$1.50,No,1.7668,0.19,No,4,1
Quality Vending and Coffee Service,Route 04,Consolidated Fastfrate Inc - 50390,PEPSI,C014217030168,904,V 621,Bev,5,,PC Aquafina 591ml Bottle,109104,20,24,6,24,$2.50,$2.50,No,0.7266,2.85,No,5,0
Quality Vending and Coffee Service,Route 04,Consolidated Fastfrate Inc - 50390,PEPSI,C014217030168,904,V 621,Bev,6,,PC Lipton Brisk 355ml Can,103001,12,12,6,48,$1.50,$1.50,No,0.5936,56.49,No,6,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,A0,,FL Innovation Chips Regular,157003,8,9,2,9,$1.75,$1.75,No,0.8533,3.53,No,0,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,A2,,Crispy Mini Cheddar,5590001,2,7,2,9,$1.75,$1.75,No,1.4266,1.53,No,2,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,A4,,Two Bite Brownies,556500,0,6,2,9,$2.75,$2.75,No,,157.2,No,4,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,A6,,CB Sea Salt and Cracked Pepper,853040,5,7,2,9,$1.75,$1.75,No,0.973,1.53,No,6,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,A8,,CB Smokin BBQ,8530341,5,7,2,9,$1.75,$1.75,No,0.3367,17.2,No,8,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,B0,,FL Big Grab Ruffles All Dressed chips,206019,8,9,2,9,$2.25,$2.25,No,1.4203,1.53,No,0,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,B2,,OD Big Bag Sea Salt & Malt Vinegar,880092,7,7,2,9,$2.25,$2.25,No,1.533,6.53,No,2,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,B4,,OD Big Bag Arriba Nacho Tortilla Chips,154013,6,7,2,9,$2.25,$2.25,No,2.4332,1.86,No,4,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,B6,,OD Big Bag Jalapeno & Cheddar Chips,15410,7,9,2,9,$2.25,$2.25,No,2.4801,0.2,No,6,1
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,B8,,OD Big Bag Arriba Zesty Tortilla Chips,154014,7,9,2,9,$2.25,$2.25,No,2.7664,2.53,No,8,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,C0,,OD Big Bag Ketchup Chips,154028,9,9,2,9,$2.25,$2.25,No,1.4931,7.53,No,0,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,C2,,FL Big Grab Doritos Sweet Chili Heat Tort Chips,206023,6,7,2,9,$2.25,$2.25,No,1.7402,9.53,No,2,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,C4,,Innovation Bars,157004,12,12,2,15,$2.25,$2.25,No,0.6734,13.19,No,4,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,C5,,Jack Link s Original Steak Strip Bar,880166,8,10,2,15,$3.50,$3.50,No,0.8736,1.86,No,5,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,C6,,Coffee Crisp,251004,10,12,2,20,$2.25,$2.25,No,0.567,8.85,No,6,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,C7,,OH Henry,252001,5,10,2,20,$2.25,$2.25,No,1.7269,4.53,No,7,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,C8,,Excel Multipac 27 s,455001,8,10,2,15,$2.25,$2.25,No,2.5067,1.53,No,8,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,C9,,Halls Honey Lemon,362004,10,10,2,40,$2.25,$2.25,No,1.4469,6.53,No,9,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,D0,,OH Henry,252001,8,10,2,17,$2.25,$2.25,No,0.8869,8.53,No,0,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,D1,,Skittles - Original (Red),354012,10,12,2,17,$2.50,$2.50,No,0.2058,46.15,No,1,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,D2,,Aero,251001,10,10,2,17,$2.25,$2.25,No,1.5736,4.86,No,2,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,D3,,Twix,254008,8,10,2,17,$2.25,$2.25,No,1.1067,0.52,No,3,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,D4,,Kit Kat,251010,10,10,2,15,$2.25,$2.25,No,0.7266,5.2,No,4,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,D5,,CLIF Bar White Chocolate Macadamia,573149,8,10,2,20,$2.75,$2.75,No,0.2331,2.53,No,5,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,D6,,Innovation Bars,157004,10,10,2,20,$2.25,$2.25,No,0.3997,12.2,No,6,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,D7,,M+M Peanuts,254005,7,10,2,20,$2.25,$2.25,No,2.4066,0.52,No,7,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,D8,,Mars,254001,10,10,2,20,$2.25,$2.25,No,1.4,12.86,No,8,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,D9,,Excel Multipac 27 s,455001,8,8,2,15,$2.25,$2.25,No,1.0801,5.52,No,9,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,E0,,FL Big Grab Hickory Sticks,152039,8,8,2,11,$2.25,$2.25,No,0.1001,27.94,No,0,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,E2,,Huer Sour Neon Worms,507201,8,11,2,11,$2.50,$2.75,Yes,1.2264,1.53,No,2,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,E4,,OD Big Bag Crunchy s Nacho Cheese,154009,8,9,2,9,$2.25,$2.25,No,1.1333,1.96,No,4,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,E6,,Huer Gummy Sour Suckers,880336,9,11,2,11,$2.50,$2.75,Yes,0.5131,8.19,No,6,0
Quality Vending and Coffee Service,Route 07,Remand Centre - 52119,Snack,C015016520104,1901,157,Snack,E8,,OD Hawkins Cheezies,156002,8,11,2,11,$2.00,$2.00,No,0.8134,5.52,No,8,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,A0,,CB Sea Salt and Vinegar,853036,6,6,2,9,$1.75,$1.75,No,,"1,842.77",No,0,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,A2,,Two Bite Brownies,556500,0,7,2,9,$2.50,$2.50,No,0.1736,35.81,No,2,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,A4,,CB Smokin BBQ,8530341,0,7,2,9,$1.75,$1.75,No,0.6664,36.76,No,4,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,A6,,FL Sun Chips Garden salsa,211053,6,7,2,9,$1.75,$1.75,No,1.407,16.79,No,6,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,B0,,CB Sea Salt and Cracked Pepper,853040,3,4,2,9,$1.75,$1.75,No,1.0332,0.9,No,0,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,B2,,FL Innovation Chips Regular,157003,6,6,2,9,$1.75,$1.75,No,1.4931,30.8,No,2,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,B4,,FL Big Grab Hickory Sticks,152039,8,9,2,9,$2.25,$2.25,No,2.2064,1.29,No,4,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,B6,,FL Baked Lays Original,880524,7,9,2,9,$1.75,$1.75,No,1.26,7.78,No,6,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,D0,,Innovation Bars,157004,5,5,2,17,$2.25,$2.25,No,0.5131,15.45,No,0,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,D1,,Mars,254001,14,14,2,17,$2.25,$2.25,No,2.415,8.92,No,1,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,D2,,Smarties,251007,14,14,2,17,$2.25,$2.25,No,0.1925,50.75,No,2,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,D3,,Aero,251001,9,10,2,17,$2.25,$2.25,No,1.6268,0.71,No,3,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,D4,,Hershey Almond,252008,6,6,2,20,$2.25,$2.25,No,1.0801,23.84,No,4,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,D5,,Fibre 1 Bar,573116,5,5,2,20,$1.75,$1.75,No,1.1802,15.84,No,5,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,D6,,Excel Multipac 27 s,455001,10,10,2,17,$2.00,$2.00,No,1.7269,2.83,No,6,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,D7,,Halls Honey Lemon,362004,17,17,2,17,$2.00,$2.00,No,0.1141,48.66,No,7,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,E0,,OD Hawkins Cheezies,156002,5,6,2,11,$2.00,$2.00,No,1.5932,1.67,No,0,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,E2,,FL Big Grab Hickory Sticks,152039,6,6,2,9,$2.25,$2.25,No,,"1,745.88",No,2,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,E4,,Huer Sour Neon Worms,507201,4,4,2,11,$2.50,$2.50,No,0.8001,19.0,No,4,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,E6,,Famous Amos Cookies,556024,5,5,2,11,$2.00,$2.00,No,1.1403,19.0,No,6,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,F0,,FL Baked Lays BBQ Chips,153018,3,6,2,9,$1.75,$1.75,No,0.3731,15.45,No,0,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,F2,,FL Sun Chips Harvest Cheddar,211054,7,9,2,9,$1.75,$1.75,No,0.9401,14.87,No,2,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,F4,,Mr. Noodles in a Cup - Chicken,50060,5,6,2,6,$2.00,$2.50,Yes,1.2068,0.9,No,4,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,Snack,141624,3589,Snack (Crane 15x/16x),Snack,F6,,Mr. Noodles in a Cup - Chicken,50060,6,6,2,6,$2.00,$2.50,Yes,,495.7,No,6,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,,144806,4068,Bev (Vendo VMAX),Bev,1,,PC Pepsi Cola 591ml Bottle,107101,10,12,6,26,$2.25,$2.50,Yes,0.2268,62.67,No,1,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,,144806,4068,Bev (Vendo VMAX),Bev,3,,PC Pepsi Cola 355ml Can,102001,20,24,6,48,$1.25,$1.50,Yes,0.1533,73.07,No,3,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,,144806,4068,Bev (Vendo VMAX),Bev,4,,CC Coke Classic 355ml Can,101001,10,12,6,51,$1.50,$1.50,No,0.2002,71.41,No,4,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,,144806,4068,Bev (Vendo VMAX),Bev,5,,PC Lipton Brisk 355ml Can,103001,12,14,6,48,$1.50,$1.50,No,,126.78,No,5,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,,144806,4068,Bev (Vendo VMAX),Bev,6,,PC Dr Pepper 355ml Can,102008,20,18,6,52,$1.50,$1.50,No,,131.67,No,6,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,,144806,4068,Bev (Vendo VMAX),Bev,7,,PC Mountain Dew 355ml Can,102010,15,12,6,51,$1.50,$1.50,No,,107.8,No,7,0
Quality Vending and Coffee Service,Route 13,Arne s Trailers (West) - 52006,,144806,4068,Bev (Vendo VMAX),Bev,8,,PC Mug Root Beer 355ml Can,102009,12,12,6,48,$1.50,$1.50,No,,93.97,No,8,0
